run_id,question_id,mode,category,question,session_id,http_status,request_success,validated_success,validation_status,assertion_type,assertion_detail,failure_type,error_detail,client_request_latency_ms,server_handler_latency_ms,app_startup_latency_ms,sql_execution_latency_ms,final_llm_response,response_text,sql_query,query_results,sql_execution_success,sql_execution_error,model_name,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
20260403_152951,q001,text2sql,shootings,Give me US shootings in Louisiana from the year 2014.,200001,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,15117.079,15095.486,2017.116,23.684,"SELECT IncidentID,
       Address,
       IncidentDate,
       State,
       CityOrCountry,
       VictimsKilled,
       VictimsInjured,
       SuspectsInjured,
       SuspectsKilled,
       SuspectsArrested
FROM us_shootings
WHERE TRIM(LOWER(State)) = 'louisiana'
  AND IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
  AND IncidentDate BETWEEN '2014-01-01' AND '2014-12-31'
ORDER BY IncidentDate;",,"SELECT IncidentID,
       Address,
       IncidentDate,
       State,
       CityOrCountry,
       VictimsKilled,
       VictimsInjured,
       SuspectsInjured,
       SuspectsKilled,
       SuspectsArrested
FROM us_shootings
WHERE TRIM(LOWER(State)) = 'louisiana'
  AND IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
  AND IncidentDate BETWEEN '2014-01-01' AND '2014-12-31'
ORDER BY IncidentDate;","[(95500, '3600 block of Highway 80 W', datetime.date(2014, 1, 12), 'louisiana', 'Tallulah', 0, 6, 0, 0, 8)]",True,,gpt-5-mini,1845,708,2553,
20260403_152951,q002,text2sql,unemployment,Give me the unemployment rate for Georgia in 2023.,200002,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,11153.94,11134.026,2017.116,17.509,"SELECT State,
       Rate_2023 AS UnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State = 'Georgia'
  AND State IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL;",,"SELECT State,
       Rate_2023 AS UnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State = 'Georgia'
  AND State IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL;","[('Georgia', Decimal('3.3'))]",True,,gpt-5-mini,852,337,1189,
20260403_152951,q003,text2sql,unemployment,How does the unemployment rate in Hawaii compare to Indiana in 2023?,200003,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,27353.84,27321.14,2017.116,37.364,"SELECT
  MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) AS Hawaii_Rate_2023,
  MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) AS Indiana_Rate_2023,
  (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END)) AS Rate_Difference,
  ROUND(
    (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END))
    / NULLIF(MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END), 0) * 100, 2
  ) AS Percent_Difference,
  CASE
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) > MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Hawaii higher'
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) < MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Indiana higher'
    ELSE 'Equal'
  END AS Comparison
FROM unemployment_rates_by_state
WHERE State IN ('Hawaii', 'Indiana')
  AND State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
HAVING
  MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) IS NOT NULL
  AND MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) IS NOT NULL;",,"SELECT
  MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) AS Hawaii_Rate_2023,
  MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) AS Indiana_Rate_2023,
  (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END)) AS Rate_Difference,
  ROUND(
    (MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) - MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END))
    / NULLIF(MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END), 0) * 100, 2
  ) AS Percent_Difference,
  CASE
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) > MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Hawaii higher'
    WHEN MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) < MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) THEN 'Indiana higher'
    ELSE 'Equal'
  END AS Comparison
FROM unemployment_rates_by_state
WHERE State IN ('Hawaii', 'Indiana')
  AND State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
HAVING
  MAX(CASE WHEN State = 'Hawaii' THEN Rate_2023 END) IS NOT NULL
  AND MAX(CASE WHEN State = 'Indiana' THEN Rate_2023 END) IS NOT NULL;","[(Decimal('2.9'), Decimal('3.4'), Decimal('-0.5'), Decimal('-14.71'), 'Indiana higher')]",True,,gpt-5-mini,1320,1343,2663,
20260403_152951,q004,text2sql,unemployment,What were the five states with the lowest unemployment rates in 2022?,200004,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,8234.49,8220.043,2017.116,2.025,"SELECT State,
       Rate_2022 AS UnemploymentRate2022
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2021 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2022 ASC, State ASC
LIMIT 5;",,"SELECT State,
       Rate_2022 AS UnemploymentRate2022
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2021 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2022 ASC, State ASC
LIMIT 5;","Error: (mysql.connector.errors.ProgrammingError) 1054 (42S22): Unknown column 'Rate_2021' in 'where clause'
[SQL: SELECT State,
       Rate_2022 AS UnemploymentRate2022
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2021 IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2022 ASC, State ASC
LIMIT 5;]
(Background on this error at: https://sqlalche.me/e/20/f405)",True,,gpt-5-mini,665,355,1020,
20260403_152951,q005,text2sql,ngo,Give me the full name and full address of the NGO with EIN 100006500.,200005,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,8490.928,8470.881,2017.116,42.281,"SELECT Name AS FullName, Fulladdr AS FullAddress
FROM ngos_with_categorization
WHERE Ein = 100006500
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL;",,"SELECT Name AS FullName, Fulladdr AS FullAddress
FROM ngos_with_categorization
WHERE Ein = 100006500
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL;",,True,,gpt-5-mini,846,370,1216,
20260403_152951,q006,text2sql,ngo,Give me NGOs in Albany County.,200006,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,15429.21,15406.893,2017.116,524.023,"SELECT Ein, Name, Fulladdr, City, State, Zip, County, Ntee_Code, Category, Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
  AND County LIKE '%Albany%'
LIMIT 5;",,"SELECT Ein, Name, Fulladdr, City, State, Zip, County, Ntee_Code, Category, Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
  AND County LIKE '%Albany%'
LIMIT 5;",,True,,gpt-5-mini,6383,774,7157,
20260403_152951,q007,text2sql,ngo,Which states have the most religion-related NGOs?,200007,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,16065.432,16046.258,2017.116,510.919,"SELECT State,
       COUNT(*) AS ReligionNGOCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
  AND (Ntee_Code LIKE 'R%' OR Category LIKE '%Relig%')
GROUP BY State
ORDER BY ReligionNGOCount DESC
LIMIT 5;",,"SELECT State,
       COUNT(*) AS ReligionNGOCount
FROM ngos_with_categorization
WHERE Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
  AND (Ntee_Code LIKE 'R%' OR Category LIKE '%Relig%')
GROUP BY State
ORDER BY ReligionNGOCount DESC
LIMIT 5;",,True,,gpt-5-mini,6385,907,7292,
20260403_152951,q008,text2sql,faa,Look up FAA registration N100 in the master registry.,200008,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,24239.197,24221.427,2017.116,15.736,"SELECT n_number,
       serial_number,
       mfr_mdl_code,
       eng_mfr_mdl,
       year_mfr,
       owner_type,
       registrant_name,
       street,
       street2,
       city,
       state,
       zip_code,
       region,
       county,
       country,
       last_action_date,
       cert_issue_date,
       certification,
       airworthiness_classification,
       approved_operations,
       type_aircraft,
       type_engine,
       status_code,
       mode_s_code,
       fract_owner,
       air_worth_date,
       other_names1,
       other_names2,
       other_names3,
       other_names4,
       other_names5,
       expiration_date,
       unique_id,
       kit_mfr,
       kit_model,
       mode_s_code_hex
FROM faa_master
WHERE n_number = 'N100'
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL
LIMIT 5;",,"SELECT n_number,
       serial_number,
       mfr_mdl_code,
       eng_mfr_mdl,
       year_mfr,
       owner_type,
       registrant_name,
       street,
       street2,
       city,
       state,
       zip_code,
       region,
       county,
       country,
       last_action_date,
       cert_issue_date,
       certification,
       airworthiness_classification,
       approved_operations,
       type_aircraft,
       type_engine,
       status_code,
       mode_s_code,
       fract_owner,
       air_worth_date,
       other_names1,
       other_names2,
       other_names3,
       other_names4,
       other_names5,
       expiration_date,
       unique_id,
       kit_mfr,
       kit_model,
       mode_s_code_hex
FROM faa_master
WHERE n_number = 'N100'
  AND n_number IS NOT NULL
  AND serial_number IS NOT NULL
  AND mfr_mdl_code IS NOT NULL
  AND eng_mfr_mdl IS NOT NULL
  AND year_mfr IS NOT NULL
  AND owner_type IS NOT NULL
  AND registrant_name IS NOT NULL
  AND street IS NOT NULL
  AND street2 IS NOT NULL
  AND city IS NOT NULL
  AND state IS NOT NULL
  AND zip_code IS NOT NULL
  AND region IS NOT NULL
  AND county IS NOT NULL
  AND country IS NOT NULL
  AND last_action_date IS NOT NULL
  AND cert_issue_date IS NOT NULL
  AND certification IS NOT NULL
  AND airworthiness_classification IS NOT NULL
  AND approved_operations IS NOT NULL
  AND type_aircraft IS NOT NULL
  AND type_engine IS NOT NULL
  AND status_code IS NOT NULL
  AND mode_s_code IS NOT NULL
  AND fract_owner IS NOT NULL
  AND air_worth_date IS NOT NULL
  AND other_names1 IS NOT NULL
  AND other_names2 IS NOT NULL
  AND other_names3 IS NOT NULL
  AND other_names4 IS NOT NULL
  AND other_names5 IS NOT NULL
  AND expiration_date IS NOT NULL
  AND unique_id IS NOT NULL
  AND kit_mfr IS NOT NULL
  AND kit_model IS NOT NULL
  AND mode_s_code_hex IS NOT NULL
LIMIT 5;",,True,,gpt-5-mini,6387,1387,7774,
20260403_152951,q009,text2sql,shootings,Show 5 shooting incidents in Texas ordered by most recent date.,200009,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,13256.035,13240.177,2017.116,17.02,"SELECT IncidentID,
       Address,
       IncidentDate,
       State,
       CityOrCountry,
       VictimsKilled,
       VictimsInjured,
       SuspectsInjured,
       SuspectsKilled,
       SuspectsArrested
FROM us_shootings
WHERE LOWER(State) = 'texas'
  AND IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
ORDER BY IncidentDate DESC
LIMIT 5;",,"SELECT IncidentID,
       Address,
       IncidentDate,
       State,
       CityOrCountry,
       VictimsKilled,
       VictimsInjured,
       SuspectsInjured,
       SuspectsKilled,
       SuspectsArrested
FROM us_shootings
WHERE LOWER(State) = 'texas'
  AND IncidentID IS NOT NULL
  AND Address IS NOT NULL
  AND IncidentDate IS NOT NULL
  AND State IS NOT NULL
  AND CityOrCountry IS NOT NULL
  AND VictimsKilled IS NOT NULL
  AND VictimsInjured IS NOT NULL
  AND SuspectsInjured IS NOT NULL
  AND SuspectsKilled IS NOT NULL
  AND SuspectsArrested IS NOT NULL
ORDER BY IncidentDate DESC
LIMIT 5;",,True,,gpt-5-mini,6389,686,7075,
20260403_152951,q010,text2sql,unemployment,Which state had the highest unemployment rate in 2023?,200010,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,12678.078,12660.356,2017.116,24.091,"SELECT State,
       Rate_2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
  AND Rate_2023 = (
    SELECT MAX(Rate_2023)
    FROM unemployment_rates_by_state
    WHERE State IS NOT NULL
      AND Rate_2022 IS NOT NULL
      AND Rate_2023 IS NOT NULL
      AND Rate_Change IS NOT NULL
      AND State_Rank IS NOT NULL
)
LIMIT 5;",,"SELECT State,
       Rate_2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
  AND Rate_2023 = (
    SELECT MAX(Rate_2023)
    FROM unemployment_rates_by_state
    WHERE State IS NOT NULL
      AND Rate_2022 IS NOT NULL
      AND Rate_2023 IS NOT NULL
      AND Rate_Change IS NOT NULL
      AND State_Rank IS NOT NULL
)
LIMIT 5;","[('Nevada', Decimal('5.2'))]",True,,gpt-5-mini,6388,654,7042,
20260403_152951,q011,text2sql,unemployment,List the top 10 states by unemployment rate in 2023.,200011,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,11994.153,11979.672,2017.116,21.108,"SELECT State,
       Rate_2023 AS UnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2023 DESC
LIMIT 10;",,"SELECT State,
       Rate_2023 AS UnemploymentRate2023
FROM unemployment_rates_by_state
WHERE State IS NOT NULL
  AND Rate_2022 IS NOT NULL
  AND Rate_2023 IS NOT NULL
  AND Rate_Change IS NOT NULL
  AND State_Rank IS NOT NULL
ORDER BY Rate_2023 DESC
LIMIT 10;","[('Nevada', Decimal('5.2')), ('District of Columbia', Decimal('4.8')), ('California', Decimal('4.7')), ('Illinois', Decimal('4.5')), ('Kentucky', Decimal('4.3')), ('New Jersey', Decimal('4.3')), ('Washington', Decimal('4.2')), ('Alaska', Decimal('4.2')), ('New York', Decimal('4.1')), ('Texas', Decimal('4.0'))]",True,,gpt-5-mini,6390,662,7052,
20260403_152951,q012,text2sql,unemployment,Compare the unemployment rate in California and the United States in 2023.,200012,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,23798.536,23779.764,2017.116,32.901,"(SELECT ur.State AS Region, ur.Rate_2023 AS Rate2023
 FROM unemployment_rates_by_state ur
 WHERE ur.State = 'California' AND ur.Rate_2023 IS NOT NULL)
UNION ALL
(SELECT 'United States' AS Region,
        SUM(ur.Rate_2023 * up.PopulationCount) / SUM(up.PopulationCount) AS Rate2023
 FROM unemployment_rates_by_state ur
 JOIN us_population up ON LOWER(ur.State) = LOWER(up.State) AND up.CensurYear = (SELECT MAX(CensurYear) FROM us_population)
 WHERE ur.Rate_2023 IS NOT NULL
 HAVING SUM(ur.Rate_2023 * up.PopulationCount) IS NOT NULL AND SUM(up.PopulationCount) > 0);",,"(SELECT ur.State AS Region, ur.Rate_2023 AS Rate2023
 FROM unemployment_rates_by_state ur
 WHERE ur.State = 'California' AND ur.Rate_2023 IS NOT NULL)
UNION ALL
(SELECT 'United States' AS Region,
        SUM(ur.Rate_2023 * up.PopulationCount) / SUM(up.PopulationCount) AS Rate2023
 FROM unemployment_rates_by_state ur
 JOIN us_population up ON LOWER(ur.State) = LOWER(up.State) AND up.CensurYear = (SELECT MAX(CensurYear) FROM us_population)
 WHERE ur.Rate_2023 IS NOT NULL
 HAVING SUM(ur.Rate_2023 * up.PopulationCount) IS NOT NULL AND SUM(up.PopulationCount) > 0);","[('California', Decimal('4.70000')), ('United States', Decimal('3.24148'))]",True,,gpt-5-mini,6391,1454,7845,
20260403_152951,q013,text2sql,ngo,Find NGOs in California in the Health Care category.,200013,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,15141.097,15113.109,2017.116,15.271,"SELECT Ein, Name, Fulladdr, City, State, Zip, County, Ntee_Code, Category
FROM ngos_with_categorization
WHERE (State = 'CA' OR State = 'California')
  AND Category = 'Health Care'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
LIMIT 5;",,"SELECT Ein, Name, Fulladdr, City, State, Zip, County, Ntee_Code, Category
FROM ngos_with_categorization
WHERE (State = 'CA' OR State = 'California')
  AND Category = 'Health Care'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
LIMIT 5;","[(2281864, 'Watsonville Community Hospital', 'WATSONVILLE,CA,95076-0000', 'Watsonville', 'CA', '95076.0', 'Santa Cruz County', 'E20', 'Health Care'), (2281989, 'Palo Alto Medical Research Foundation', 'PALO ALTO,CA,94304-0000', 'Palo Alto', 'CA', '94304.0', 'Santa Clara County', 'E11', 'Health Care'), (2285660, 'Family Health Foundation Of Alviso Inc', 'ALVISO,CA,95002-9999', 'Alviso', 'CA', '95002.0', 'Santa Clara County', 'E11', 'Health Care'), (2294520, 'Hospital Of The Good Samaritan', 'LOS ANGELES,CA,90017-2395', 'Los Angeles', 'CA', '90017.0', 'Los Angeles County', 'E20', 'Health Care'), (2301085, 'Central Valley Medical Foundation A Charitable Corporation', 'EL CENTRO,CA,92244-9999', 'El Centro', 'CA', '92244.0', 'Imperial County', 'E11', 'Health Care')]",True,,gpt-5-mini,6386,769,7155,
20260403_152951,q014,text2sql,ngo,List 10 NGOs in King County.,200014,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,20019.747,20001.208,2017.116,643.823,"SELECT Ein,
       Name,
       Fulladdr,
       City,
       State,
       Zip,
       County,
       Ntee_Code,
       Category,
       Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE County LIKE '%King%'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
LIMIT 10;",,"SELECT Ein,
       Name,
       Fulladdr,
       City,
       State,
       Zip,
       County,
       Ntee_Code,
       Category,
       Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE County LIKE '%King%'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
LIMIT 10;",,True,,gpt-5-mini,6384,1038,7422,
20260403_152951,q015,text2sql,ngo,Summarize NGO counts by category in Texas.,200015,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,17596.071,17562.467,2017.116,545.611,"SELECT Category,
       COUNT(*) AS NGOCount
FROM ngos_with_categorization
WHERE State = 'TX'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY Category
ORDER BY NGOCount DESC
LIMIT 5;",,"SELECT Category,
       COUNT(*) AS NGOCount
FROM ngos_with_categorization
WHERE State = 'TX'
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
GROUP BY Category
ORDER BY NGOCount DESC
LIMIT 5;",,True,,gpt-5-mini,6386,764,7150,
20260403_152951,q016,text2sql,ngo,Give me the NGO with EIN 141760872.,200016,200,True,,validation_disabled,,Validation was disabled for this profiling run.,none,,11169.26,11144.301,2017.116,21.231,"SELECT Ein,
       Name,
       Fulladdr,
       City,
       State,
       Zip,
       County,
       Ntee_Code,
       Category,
       Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE Ein = 141760872
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
LIMIT 5;",,"SELECT Ein,
       Name,
       Fulladdr,
       City,
       State,
       Zip,
       County,
       Ntee_Code,
       Category,
       Is_Category_Llm_Generated
FROM ngos_with_categorization
WHERE Ein = 141760872
  AND Ein IS NOT NULL
  AND Name IS NOT NULL
  AND Fulladdr IS NOT NULL
  AND City IS NOT NULL
  AND State IS NOT NULL
  AND Zip IS NOT NULL
  AND County IS NOT NULL
  AND Ntee_Code IS NOT NULL
  AND Category IS NOT NULL
  AND Is_Category_Llm_Generated IS NOT NULL
LIMIT 5;",,True,,gpt-5-mini,6387,592,6979,
